condition,objectSide,handUsed,blockNumber,density,width(cm),completionTime(ms),errorCount
actualWalkTwo,,,81,0,0,0,0

actualWalkTwo,,,82,0,0,0,0

actualWalkTwo,,,83,0,0,0,0

actualWalkTwo,,,84,0,0,0,0

actualWalkTwo,,,85,0,0,0,0

actualWalkTwo,,,86,0,0,0,0

actualWalkTwo,,,87,0,0,0,0

actualWalkTwo,,,88,0,0,0,0

actualWalkTwo,,,89,0,0,0,0

actualWalkTwo,,,90,0,0,0,0

actualWalkTwo,,,91,0,0,0,0

actualWalkTwo,,,92,0,0,0,0

actualWalkTwo,,,93,0,0,0,0

actualWalkTwo,,,94,0,0,0,0

actualWalkTwo,,,95,0,0,0,0

actualWalkTwo,,,96,0,0,0,0

actualWalkTwo,,,97,0,0,0,0

actualWalkTwo,,,98,0,0,0,0

actualWalkTwo,,,99,0,0,0,0

actualWalkTwo,,,100,0,0,0,0

actualWalkTwo,,,101,0,0,0,0

actualWalkTwo,,,102,0,0,0,0

actualWalkTwo,,,103,0,0,0,0

actualWalkTwo,,,104,0,0,0,0

actualWalkTwo,,,105,0,0,0,0

actualWalkTwo,,,106,0,0,0,0

actualWalkTwo,,,107,0,0,0,0

actualWalkTwo,,,108,0,0,0,0

actualWalkTwo,,,109,0,0,0,0

actualWalkTwo,,,110,0,0,0,0

actualWalkTwo,,,111,0,0,0,0

actualWalkTwo,,,112,0,0,0,0

actualWalkTwo,,,113,0,0,0,0

actualWalkTwo,,,114,0,0,0,0

actualWalkTwo,,,115,0,0,0,0

actualWalkTwo,,,116,0,0,0,0

actualWalkTwo,,,117,0,0,0,0

actualWalkTwo,,,118,0,0,0,0

actualWalkTwo,,,119,0,0,0,0

actualWalkTwo,,,120,0,0,0,0

actualWalkTwo,,,121,0,0,0,0

actualWalkTwo,,,122,0,0,0,0

actualWalkTwo,,,123,0,0,0,0

actualWalkTwo,,,124,0,0,0,0

actualWalkTwo,,,125,0,0,0,0

actualWalkTwo,,,126,0,0,0,0

actualWalkTwo,,,127,0,0,0,0

actualWalkTwo,,,128,0,0,0,0

actualWalkTwo,,,129,0,0,0,0

actualWalkTwo,,,130,0,0,0,0

actualWalkTwo,,,131,0,0,0,0

actualWalkTwo,,,132,0,0,0,0

actualWalkTwo,,,133,0,0,0,0

actualWalkTwo,,,134,0,0,0,0

actualWalkTwo,,,135,0,0,0,0

actualWalkTwo,,,136,0,0,0,0

actualWalkTwo,,,137,0,0,0,0

actualWalkTwo,,,138,0,0,0,0

actualWalkTwo,,,139,0,0,0,0

actualWalkTwo,,,140,0,0,0,0

actualWalkTwo,,,141,0,0,0,0

actualWalkTwo,,,142,0,0,0,0

actualWalkTwo,,,143,0,0,0,0

actualWalkTwo,,,144,0,0,0,0

actualWalkTwo,,,145,0,0,0,0

actualWalkTwo,,,146,0,0,0,0

actualWalkTwo,,,147,0,0,0,0

actualWalkTwo,,,148,0,0,0,0

actualWalkTwo,,,149,0,0,0,0

actualWalkTwo,,,150,0,0,0,0

actualWalkTwo,,,151,0,0,0,0

actualWalkTwo,,,152,0,0,0,0

actualWalkTwo,,,153,0,0,0,0

actualWalkTwo,,,154,0,0,0,0

actualWalkTwo,,,155,0,0,0,0

actualWalkTwo,,,156,0,0,0,0

actualWalkTwo,,,157,0,0,0,0

actualWalkTwo,,,158,0,0,0,0

actualWalkTwo,,,159,0,0,0,0

actualWalkTwo,,,160,0,0,0,0

actualWalkTwo,,,161,0,0,0,0

actualWalkTwo,,,162,0,0,0,0

actualWalkTwo,,,163,0,0,0,0

actualWalkTwo,,,164,0,0,0,0

actualWalkTwo,,,165,0,0,0,0

actualWalkTwo,,,166,0,0,0,0

actualWalkTwo,,,167,0,0,0,0

actualWalkTwo,,,168,0,0,0,0

actualWalkTwo,,,169,0,0,0,0

actualWalkTwo,,,170,0,0,0,0

actualWalkTwo,,,171,0,0,0,0

actualWalkTwo,,,172,0,0,0,0

actualWalkTwo,,,173,0,0,0,0

actualWalkTwo,,,174,0,0,0,0

actualWalkTwo,,,175,0,0,0,0

actualWalkTwo,,,176,0,0,0,0

actualWalkTwo,,,177,0,0,0,0

actualWalkTwo,,,178,0,0,0,0

actualWalkTwo,,,179,0,0,0,0

actualWalkTwo,,,180,0,0,0,0

actualWalkTwo,,,181,0,0,0,0

actualWalkTwo,,,182,0,0,0,0

actualWalkTwo,,,183,0,0,0,0

actualWalkTwo,,,184,0,0,0,0

actualWalkTwo,,,185,0,0,0,0

actualWalkTwo,,,186,0,0,0,0

actualWalkTwo,,,187,0,0,0,0

actualWalkTwo,,,188,0,0,0,0

actualWalkTwo,,,189,0,0,0,0

actualWalkTwo,,,190,0,0,0,0

actualWalkTwo,,,191,0,0,0,0

actualWalkTwo,,,192,0,0,0,0

actualWalkTwo,,,193,0,0,0,0

actualWalkTwo,,,194,0,0,0,0

actualWalkTwo,,,195,0,0,0,0

actualWalkTwo,,,196,0,0,0,0

actualWalkTwo,,,197,0,0,0,0

actualWalkTwo,,,198,0,0,0,0

actualWalkTwo,,,199,0,0,0,0

actualWalkTwo,,,200,0,0,0,0

actualWalkTwo,,,201,0,0,0,0

actualWalkTwo,,,202,0,0,0,0

actualWalkTwo,,,203,0,0,0,0

actualWalkTwo,,,204,0,0,0,0

actualWalkTwo,,,205,0,0,0,0

actualWalkTwo,,,206,0,0,0,0

actualWalkTwo,,,207,0,0,0,0

actualWalkTwo,,,208,0,0,0,0

actualWalkTwo,,,209,0,0,0,0

actualWalkTwo,,,210,0,0,0,0

actualWalkTwo,,,211,0,0,0,0

actualWalkTwo,,,212,0,0,0,0

actualWalkTwo,,,213,0,0,0,0

actualWalkTwo,,,214,0,0,0,0

actualWalkTwo,,,215,0,0,0,0

actualWalkTwo,,,216,0,0,0,0

actualWalkTwo,,,217,0,0,0,0

actualWalkTwo,,,218,0,0,0,0

actualWalkTwo,,,219,0,0,0,0

actualWalkTwo,,,220,0,0,0,0

actualWalkTwo,,,221,0,0,0,0

actualWalkTwo,,,222,0,0,0,0

actualWalkTwo,,,223,0,0,0,0

actualWalkTwo,,,224,0,0,0,0

actualWalkTwo,,,225,0,0,0,0

actualWalkTwo,,,226,0,0,0,0

actualWalkTwo,,,227,0,0,0,0

actualWalkTwo,,,228,0,0,0,0

actualWalkTwo,,,229,0,0,0,0

actualWalkTwo,,,230,0,0,0,0

actualWalkTwo,,,231,0,0,0,0

actualWalkTwo,,,232,0,0,0,0

actualWalkTwo,,,233,0,0,0,0

actualWalkTwo,,,234,0,0,0,0

actualWalkTwo,,,235,0,0,0,0

actualWalkTwo,,,236,0,0,0,0

actualWalkTwo,,,237,0,0,0,0

actualWalkTwo,,,238,0,0,0,0

actualWalkTwo,,,239,0,0,0,0

actualWalkTwo,,,240,0,0,0,0

actualWalkTwo,,,241,0,0,0,0

actualWalkTwo,,,242,0,0,0,0

actualWalkTwo,,,243,0,0,0,0

actualWalkTwo,,,244,0,0,0,0

actualWalkTwo,,,245,0,0,0,0

actualWalkTwo,,,246,0,0,0,0

actualWalkTwo,,,247,0,0,0,0

actualWalkTwo,,,248,0,0,0,0

actualWalkTwo,,,249,0,0,0,0

actualWalkTwo,,,250,0,0,0,0

actualWalkTwo,,,251,0,0,0,0

actualWalkTwo,,,252,0,0,0,0

actualWalkTwo,,,253,0,0,0,0

actualWalkTwo,,,254,0,0,0,0

actualWalkTwo,,,255,0,0,0,0

actualWalkTwo,,,256,0,0,0,0

actualWalkTwo,,,257,0,0,0,0

actualWalkTwo,,,258,0,0,0,0

actualWalkTwo,,,259,0,0,0,0

actualWalkTwo,,,260,0,0,0,0

actualWalkTwo,,,261,0,0,0,0

actualWalkTwo,,,262,0,0,0,0

actualWalkTwo,,,263,0,0,0,0

actualWalkTwo,,,264,0,0,0,0

actualWalkTwo,,,265,0,0,0,0

actualWalkTwo,,,266,0,0,0,0

actualWalkTwo,,,267,0,0,0,0

actualWalkTwo,,,268,0,0,0,0

actualWalkTwo,,,269,0,0,0,0

actualWalkTwo,,,270,0,0,0,0

actualWalkTwo,,,271,0,0,0,0

actualWalkTwo,,,272,0,0,0,0

actualWalkTwo,,,273,0,0,0,0

actualWalkTwo,,,274,0,0,0,0

actualWalkTwo,,,275,0,0,0,0

actualWalkTwo,,,276,0,0,0,0

actualWalkTwo,,,277,0,0,0,0

actualWalkTwo,,,278,0,0,0,0

actualWalkTwo,,,279,0,0,0,0

actualWalkTwo,,,280,0,0,0,0

actualWalkTwo,,,281,0,0,0,0

actualWalkTwo,,,282,0,0,0,0

actualWalkTwo,,,283,0,0,0,0

actualWalkTwo,,,284,0,0,0,0

actualWalkTwo,,,285,0,0,0,0

actualWalkTwo,,,286,0,0,0,0

actualWalkTwo,,,287,0,0,0,0

actualWalkTwo,,,288,0,0,0,0

actualWalkTwo,,,289,0,0,0,0

actualWalkTwo,,,290,0,0,0,0

actualWalkTwo,,,291,0,0,0,0

actualWalkTwo,,,292,0,0,0,0

actualWalkTwo,,,293,0,0,0,0

actualWalkTwo,,,294,0,0,0,0

actualWalkTwo,,,295,0,0,0,0

actualWalkTwo,,,296,0,0,0,0

actualWalkTwo,,,297,0,0,0,0

actualWalkTwo,,,298,0,0,0,0

actualWalkTwo,,,299,0,0,0,0

actualWalkTwo,,,300,0,0,0,0

actualWalkTwo,,,301,0,0,0,0

actualWalkTwo,,,302,0,0,0,0

actualWalkTwo,,,303,0,0,0,0

actualWalkTwo,,,304,0,0,0,0

actualWalkTwo,,,305,0,0,0,0

actualWalkTwo,,,306,0,0,0,0

actualWalkTwo,,,307,0,0,0,0

actualWalkTwo,,,308,0,0,0,0

actualWalkTwo,,,309,0,0,0,0

actualWalkTwo,,,310,0,0,0,0

actualWalkTwo,,,311,0,0,0,0

actualWalkTwo,,,312,0,0,0,0

actualWalkTwo,,,313,0,0,0,0

actualWalkTwo,,,314,0,0,0,0

actualWalkTwo,,,315,0,0,0,0

actualWalkTwo,,,316,0,0,0,0

actualWalkTwo,,,317,0,0,0,0

actualWalkTwo,,,318,0,0,0,0

actualWalkTwo,,,319,0,0,0,0

actualWalkTwo,,,320,0,0,0,0

actualWalkTwo,,,321,0,0,0,0

actualWalkTwo,,,322,0,0,0,0

actualWalkTwo,,,323,0,0,0,0

actualWalkTwo,,,324,0,0,0,0

actualWalkTwo,,,325,0,0,0,0

actualWalkTwo,,,326,0,0,0,0

actualWalkTwo,,,327,0,0,0,0

actualWalkTwo,,,328,0,0,0,0

actualWalkTwo,,,329,0,0,0,0

actualWalkTwo,,,330,0,0,0,0

actualWalkTwo,,,331,0,0,0,0

actualWalkTwo,,,332,0,0,0,0

actualWalkTwo,,,333,0,0,0,0

actualWalkTwo,,,334,0,0,0,0

actualWalkTwo,,,335,0,0,0,0

actualWalkTwo,,,336,0,0,0,0

actualWalkTwo,,,337,0,0,0,0

actualWalkTwo,,,338,0,0,0,0

actualWalkTwo,,,339,0,0,0,0

actualWalkTwo,,,340,0,0,0,0

actualWalkTwo,,,341,0,0,0,0

actualWalkTwo,,,342,0,0,0,0

actualWalkTwo,,,343,0,0,0,0

actualWalkTwo,,,344,0,0,0,0

actualWalkTwo,,,345,0,0,0,0

actualWalkTwo,,,346,0,0,0,0

actualWalkTwo,,,347,0,0,0,0

actualWalkTwo,,,348,0,0,0,0

actualWalkTwo,,,349,0,0,0,0

actualWalkTwo,,,350,0,0,0,0

actualWalkTwo,,,351,0,0,0,0

actualWalkTwo,,,352,0,0,0,0

actualWalkTwo,,,353,0,0,0,0

actualWalkTwo,,,354,0,0,0,0

actualWalkTwo,,,355,0,0,0,0

actualWalkTwo,,,356,0,0,0,0

actualWalkTwo,,,357,0,0,0,0

actualWalkTwo,,,358,0,0,0,0

actualWalkTwo,,,359,0,0,0,0

actualWalkTwo,,,360,0,0,0,0

actualWalkTwo,,,361,0,0,0,0

actualWalkTwo,,,362,0,0,0,0

actualWalkTwo,,,363,0,0,0,0

actualWalkTwo,,,364,0,0,0,0

actualWalkTwo,,,365,0,0,0,0

actualWalkTwo,,,366,0,0,0,0

actualWalkTwo,,,367,0,0,0,0

actualWalkTwo,,,368,0,0,0,0

actualWalkTwo,,,369,0,0,0,0

actualWalkTwo,,,370,0,0,0,0

actualWalkTwo,,,371,0,0,0,0

actualWalkTwo,,,372,0,0,0,0

actualWalkTwo,,,373,0,0,0,0

actualWalkTwo,,,374,0,0,0,0

actualWalkTwo,,,375,0,0,0,0

actualWalkTwo,,,376,0,0,0,0

actualWalkTwo,,,377,0,0,0,0

actualWalkTwo,,,378,0,0,0,0

actualWalkTwo,,,379,0,0,0,0

actualWalkTwo,,,380,0,0,0,0

actualWalkTwo,,,381,0,0,0,0

actualWalkTwo,,,382,0,0,0,0

actualWalkTwo,,,383,0,0,0,0

actualWalkTwo,,,384,0,0,0,0

actualWalkTwo,,,385,0,0,0,0

actualWalkTwo,,,386,0,0,0,0

actualWalkTwo,,,387,0,0,0,0

actualWalkTwo,,,388,0,0,0,0

actualWalkTwo,,,389,0,0,0,0

actualWalkTwo,,,390,0,0,0,0

actualWalkTwo,,,391,0,0,0,0

actualWalkTwo,,,392,0,0,0,0

actualWalkTwo,,,393,0,0,0,0

actualWalkTwo,,,394,0,0,0,0

actualWalkTwo,,,395,0,0,0,0

actualWalkTwo,,,396,0,0,0,0

actualWalkTwo,,,397,0,0,0,0

actualWalkTwo,,,398,0,0,0,0

actualWalkTwo,,,399,0,0,0,0

actualWalkTwo,,,400,0,0,0,0

actualWalkTwo,,,401,0,0,0,0

actualWalkTwo,,,402,0,0,0,0

actualWalkTwo,,,403,0,0,0,0

actualWalkTwo,,,404,0,0,0,0

actualWalkTwo,,,405,0,0,0,0

actualWalkTwo,,,406,0,0,0,0

actualWalkTwo,,,407,0,0,0,0

actualWalkTwo,,,408,0,0,0,0

actualWalkTwo,,,409,0,0,0,0

actualWalkTwo,,,410,0,0,0,0

actualWalkTwo,,,411,0,0,0,0

actualWalkTwo,,,412,0,0,0,0

actualWalkTwo,,,413,0,0,0,0

actualWalkTwo,,,414,0,0,0,0

actualWalkTwo,,,415,0,0,0,0

actualWalkTwo,,,416,0,0,0,0

actualWalkTwo,,,417,0,0,0,0

actualWalkTwo,,,418,0,0,0,0

actualWalkTwo,,,419,0,0,0,0

actualWalkTwo,,,420,0,0,0,0

actualWalkTwo,,,421,0,0,0,0

actualWalkTwo,,,422,0,0,0,0

actualWalkTwo,,,423,0,0,0,0

actualWalkTwo,,,424,0,0,0,0

actualWalkTwo,,,425,0,0,0,0

actualWalkTwo,,,426,0,0,0,0

actualWalkTwo,,,427,0,0,0,0

actualWalkTwo,,,428,0,0,0,0

actualWalkTwo,,,429,0,0,0,0

actualWalkTwo,,,430,0,0,0,0

actualWalkTwo,,,431,0,0,0,0

actualWalkTwo,,,432,0,0,0,0

actualWalkTwo,,,433,0,0,0,0

actualWalkTwo,,,434,0,0,0,0

actualWalkTwo,,,435,0,0,0,0

actualWalkTwo,,,436,0,0,0,0

actualWalkTwo,,,437,0,0,0,0

actualWalkTwo,,,438,0,0,0,0

actualWalkTwo,,,439,0,0,0,0

actualWalkTwo,,,440,0,0,0,0

actualWalkTwo,,,441,0,0,0,0

actualWalkTwo,,,442,0,0,0,0

actualWalkTwo,,,443,0,0,0,0

actualWalkTwo,,,444,0,0,0,0

actualWalkTwo,,,445,0,0,0,0

actualWalkTwo,,,446,0,0,0,0

actualWalkTwo,,,447,0,0,0,0

actualWalkTwo,,,448,0,0,0,0

actualWalkTwo,,,449,0,0,0,0

actualWalkTwo,,,450,0,0,0,0

actualWalkTwo,,,451,0,0,0,0

actualWalkTwo,,,452,0,0,0,0

actualWalkTwo,,,453,0,0,0,0

actualWalkTwo,,,454,0,0,0,0

actualWalkTwo,,,455,0,0,0,0

actualWalkTwo,,,456,0,0,0,0

actualWalkTwo,,,457,0,0,0,0

actualWalkTwo,,,458,0,0,0,0

actualWalkTwo,,,459,0,0,0,0

actualWalkTwo,,,460,0,0,0,0

actualWalkTwo,,,461,0,0,0,0

actualWalkTwo,,,462,0,0,0,0

actualWalkTwo,,,463,0,0,0,0

actualWalkTwo,,,464,0,0,0,0

actualWalkTwo,,,465,0,0,0,0

actualWalkTwo,,,466,0,0,0,0

actualWalkTwo,,,467,0,0,0,0

actualWalkTwo,,,468,0,0,0,0

actualWalkTwo,,,469,0,0,0,0

actualWalkTwo,,,470,0,0,0,0

actualWalkTwo,,,471,0,0,0,0

actualWalkTwo,,,472,0,0,0,0

actualWalkTwo,,,473,0,0,0,0

actualWalkTwo,,,474,0,0,0,0

actualWalkTwo,,,475,0,0,0,0

actualWalkTwo,,,476,0,0,0,0

actualWalkTwo,,,477,0,0,0,0

actualWalkTwo,,,478,0,0,0,0

actualWalkTwo,,,479,0,0,0,0

actualWalkTwo,,,480,0,0,0,0

actualWalkTwo,,,481,0,0,0,0

actualWalkTwo,,,482,0,0,0,0

actualWalkTwo,,,483,0,0,0,0

actualWalkTwo,,,484,0,0,0,0

actualWalkTwo,,,485,0,0,0,0

actualWalkTwo,,,486,0,0,0,0

actualWalkTwo,,,487,0,0,0,0

actualWalkTwo,,,488,0,0,0,0

actualWalkTwo,,,489,0,0,0,0

actualWalkTwo,,,490,0,0,0,0

actualWalkTwo,,,491,0,0,0,0

actualWalkTwo,,,492,0,0,0,0

actualWalkTwo,,,493,0,0,0,0

actualWalkTwo,,,494,0,0,0,0

actualWalkTwo,,,495,0,0,0,0

actualWalkTwo,,,496,0,0,0,0

actualWalkTwo,,,497,0,0,0,0

actualWalkTwo,,,498,0,0,0,0

actualWalkTwo,,,499,0,0,0,0

actualWalkTwo,,,500,0,0,0,0

actualWalkTwo,,,501,0,0,0,0

actualWalkTwo,,,502,0,0,0,0

actualWalkTwo,,,503,0,0,0,0

actualWalkTwo,,,504,0,0,0,0

actualWalkTwo,,,505,0,0,0,0

actualWalkTwo,,,506,0,0,0,0

actualWalkTwo,,,507,0,0,0,0

actualWalkTwo,,,508,0,0,0,0

actualWalkTwo,,,509,0,0,0,0

actualWalkTwo,,,510,0,0,0,0

actualWalkTwo,,,511,0,0,0,0

actualWalkTwo,,,512,0,0,0,0

actualWalkTwo,,,513,0,0,0,0

actualWalkTwo,,,514,0,0,0,0

actualWalkTwo,,,515,0,0,0,0

actualWalkTwo,,,516,0,0,0,0

actualWalkTwo,,,517,0,0,0,0

actualWalkTwo,,,518,0,0,0,0

actualWalkTwo,,,519,0,0,0,0

actualWalkTwo,,,520,0,0,0,0

actualWalkTwo,,,521,0,0,0,0

actualWalkTwo,,,522,0,0,0,0

actualWalkTwo,,,523,0,0,0,0

actualWalkTwo,,,524,0,0,0,0

actualWalkTwo,,,525,0,0,0,0

actualWalkTwo,,,526,0,0,0,0

actualWalkTwo,,,527,0,0,0,0

actualWalkTwo,,,528,0,0,0,0

actualWalkTwo,,,529,0,0,0,0

actualWalkTwo,,,530,0,0,0,0

actualWalkTwo,,,531,0,0,0,0

actualWalkTwo,,,532,0,0,0,0

actualWalkTwo,,,533,0,0,0,0

actualWalkTwo,,,534,0,0,0,0

actualWalkTwo,,,535,0,0,0,0

actualWalkTwo,,,536,0,0,0,0

actualWalkTwo,,,537,0,0,0,0

actualWalkTwo,,,538,0,0,0,0

actualWalkTwo,,,539,0,0,0,0

actualWalkTwo,,,540,0,0,0,0

actualWalkTwo,,,541,0,0,0,0

actualWalkTwo,,,542,0,0,0,0

actualWalkTwo,,,543,0,0,0,0

actualWalkTwo,,,544,0,0,0,0

actualWalkTwo,,,545,0,0,0,0

actualWalkTwo,,,546,0,0,0,0

actualWalkTwo,,,547,0,0,0,0

actualWalkTwo,,,548,0,0,0,0

actualWalkTwo,,,549,0,0,0,0

actualWalkTwo,,,550,0,0,0,0

actualWalkTwo,,,551,0,0,0,0

actualWalkTwo,,,552,0,0,0,0

actualWalkTwo,,,553,0,0,0,0

actualWalkTwo,,,554,0,0,0,0

actualWalkTwo,,,555,0,0,0,0

actualWalkTwo,,,556,0,0,0,0

actualWalkTwo,,,557,0,0,0,0

actualWalkTwo,,,558,0,0,0,0

actualWalkTwo,,,559,0,0,0,0

actualWalkTwo,,,560,0,0,0,0

actualWalkTwo,,,561,0,0,0,0

actualWalkTwo,,,562,0,0,0,0

actualWalkTwo,,,563,0,0,0,0

actualWalkTwo,,,564,0,0,0,0

actualWalkTwo,,,565,0,0,0,0

actualWalkTwo,,,566,0,0,0,0

actualWalkTwo,,,567,0,0,0,0

actualWalkTwo,,,568,0,0,0,0

actualWalkTwo,,,569,0,0,0,0

actualWalkTwo,,,570,0,0,0,0

actualWalkTwo,,,571,0,0,0,0

actualWalkTwo,,,572,0,0,0,0

actualWalkTwo,,,573,0,0,0,0

actualWalkTwo,,,574,0,0,0,0

actualWalkTwo,,,575,0,0,0,0

actualWalkTwo,,,576,0,0,0,0

actualWalkTwo,,,577,0,0,0,0

actualWalkTwo,,,578,0,0,0,0

actualWalkTwo,,,579,0,0,0,0

actualWalkTwo,,,580,0,0,0,0

actualWalkTwo,,,581,0,0,0,0

actualWalkTwo,,,582,0,0,0,0

actualWalkTwo,,,583,0,0,0,0

actualWalkTwo,,,584,0,0,0,0

actualWalkTwo,,,585,0,0,0,0

actualWalkTwo,,,586,0,0,0,0

actualWalkTwo,,,587,0,0,0,0

actualWalkTwo,,,588,0,0,0,0

actualWalkTwo,,,589,0,0,0,0

actualWalkTwo,,,590,0,0,0,0

actualWalkTwo,,,591,0,0,0,0

actualWalkTwo,,,592,0,0,0,0

actualWalkTwo,,,593,0,0,0,0

actualWalkTwo,,,594,0,0,0,0

actualWalkTwo,,,595,0,0,0,0

actualWalkTwo,,,596,0,0,0,0

actualWalkTwo,,,597,0,0,0,0

actualWalkTwo,,,598,0,0,0,0

actualWalkTwo,,,599,0,0,0,0

actualWalkTwo,,,600,0,0,0,0

actualWalkTwo,,,601,0,0,0,0

actualWalkTwo,,,602,0,0,0,0

actualWalkTwo,,,603,0,0,0,0

actualWalkTwo,,,604,0,0,0,0

actualWalkTwo,,,605,0,0,0,0

actualWalkTwo,,,606,0,0,0,0

actualWalkTwo,,,607,0,0,0,0

actualWalkTwo,,,608,0,0,0,0

actualWalkTwo,,,609,0,0,0,0

actualWalkTwo,,,610,0,0,0,0

actualWalkTwo,,,611,0,0,0,0

actualWalkTwo,,,612,0,0,0,0

actualWalkTwo,,,613,0,0,0,0

actualWalkTwo,,,614,0,0,0,0

actualWalkTwo,,,615,0,0,0,0

actualWalkTwo,,,616,0,0,0,0

actualWalkTwo,,,617,0,0,0,0

actualWalkTwo,,,618,0,0,0,0

actualWalkTwo,,,619,0,0,0,0

actualWalkTwo,,,620,0,0,0,0

actualWalkTwo,,,621,0,0,0,0

actualWalkTwo,,,622,0,0,0,0

actualWalkTwo,,,623,0,0,0,0

actualWalkTwo,,,624,0,0,0,0

actualWalkTwo,,,625,0,0,0,0

actualWalkTwo,,,626,0,0,0,0

actualWalkTwo,,,627,0,0,0,0

actualWalkTwo,,,628,0,0,0,0

actualWalkTwo,,,629,0,0,0,0

actualWalkTwo,,,630,0,0,0,0

actualWalkTwo,,,631,0,0,0,0

actualWalkTwo,,,632,0,0,0,0

